index,brand,sum_correct_recall,n_attempts,sum_incorrect_recall,recall_percentage,hit_count,false_alarm_count,correct_rejection_count,miss_count,total_old,total_new,hit_rate,false_alarm_rate,correct_rejection_rate,miss_rate,accuracy_correct,accuracy_incorrect,overall_accuracy,hits_fas,d_prime,Ease of Spelling (NLP),Frequency (NLP),Type Token Ratio (NLP),Automated Readability Index (NLP),Flesch Reading Ease (NLP),Flesch Kincaid Grade Level (NLP),Coleman Liau Index (NLP),Age of Acquisition (NLP),Orthographic Neighborhood Size (NLP),Orthographic Levenshtein Distance (NLP),Phonological Levenshtein Distance (NLP),Phonological Neighborhood Size (NLP),Length,Pronoun We (HR),Pronoun You (HR),Alliteration (HR),Prevalence (NLP),Arousal (HR),Arousal (NLP),Valence (HR),Valence (NLP),Dominance (NLP),Dominance (HR),Liking (HR),Concreteness (HR),Concreteness (NLP),Imageability (HR),Imageability (NLP),Slogan Brand Functional Fit (HR),Slogan Brand Personality Fit (HR),Slogan Brand Fit 1 (LLM),Slogan Brand Fit 2 (LLM),Creativity (HR),Humor (HR),Humor (NLP),Surprise (NLP),Closest Slogan Similarity (LLM),Wordplay (HR),Metaphor (HR),Distinctiveness Within Category (HR),Distinctiveness in General (HR),Distinctiveness (LLM),Slogan Semantic Density (LLM),Hyperbole (HR),Closest Brand Similarity (LLM)
Where america comes to eat,Sizzler,7,192,185,0.036458333,164,34,161,28,192,195,0.8541666666666666,0.1743589743589743,0.8256410256410256,0.1458333333333333,325,62,0.8397932816537468,0.6798076923076923,1.977123888644975,6.8,5.853429153,-1,-1.794,66.40000000000003,-5.24,-3.8,-3.606666667,20.6,-1.22,-1.73,38,5,0,0,0,2.197829181316771,4.15,5.886,2.8,6.529,5.667,4.95,4.25,4,2.48,4.55,5.647,4.846153846153846,4.6,1.059542504,0.802273059,3.4,2.65,,7.511756401,0.118173694,0,0,2.95,2.2857142857142856,0.129221319,0.550546338,0,0.134954559
Where champions live,Tennis Channel,0,195,195,0,156,39,147,39,195,186,0.8,0.2096774193548387,0.7903225806451613,0.2,303,78,0.7952755905511811,0.5903225806451613,1.638327426481662,6.333333333333333,5.139618155219687,-1,-8.33,62.79000000000002,-5.246666667,-9.133333333,-5.095,13.333333333333334,-1.7,-2.233333333,33.666666666666664,3,0,0,0,2.286792493265741,4.4,6.344,2.6818181818181817,7.618,6.636,4.761904761904762,3.8181818181818175,3.090909090909091,2.615,4.318181818181818,4.546,5.214285714285714,4.7368421052631575,1.025483974,0.736854961,3.5454545454545454,1.681818181818182,,8.26361915,0.14027294,0,0,3.45,3.375,0.176073437,0.658151657,0,0.141812747
Where getting ready is half the fun,Claire's,1,188,187,0.005319149,140,18,186,48,188,204,0.7446808510638298,0.088235294,0.9117647058823528,0.2553191489361702,326,66,0.8316326530612245,0.6564455569461827,1.993075007870321,7,6.089656803591124,-1,-1.582857143,90.95857142857145,-2.311428571,-4,-4.544,16.428571428571427,-1.207142857,-1.328571429,32.57142857142857,7,0,0,0,2.2963960401158454,3.842105263157895,5.36,2.789473684210526,6.549,6.0275,5,3.9047619047619047,3.2857142857142856,2.0085714285714285,3.952380952380953,5.0085,4.523809523809524,4.384615384615385,1.011674754,0.753289725,3.7142857142857135,2.571428571428572,2.834920635,7.367552424,0.149680586,0,0,3.5384615384615383,3.5294117647058822,0.120567896,0.593251583,0,0.043255876
Where good habits are delicious,Country Crock,3,178,175,0.016853933,107,23,169,71,178,192,0.601123596,0.1197916666666666,0.8802083333333334,0.398876404,276,94,0.745945946,0.4813319288389513,1.4210188126876888,6.8,5.5028748093399775,-1,-6.504,66.40000000000003,-5.24,-9.6,-4.713333333,15.4,-1.5,-1.79,21.2,5,0,0,0,2.327795644571573,5.285714285714286,6.6235,3.7857142857142856,8.0155,6.0525,4.928571428571429,4.214285714285714,2.7142857142857144,1.9225,3.7857142857142856,3.7705,4.733333333333333,4.8,1.032325873,0.775938467,3.7857142857142856,2.3076923076923075,2.236842105,7.430375072,0.12090181,0,1,4.117647058823529,4.095238095238095,0.115444117,0.523915812,0,0.155069354
Where kids are a big deal!,"Toys ""R"" Us",25,201,176,0.1243781094527363,167,15,160,34,201,175,0.8308457711442786,0.085714286,0.9142857142857144,0.1691542288557214,327,49,0.8696808510638298,0.7451314854299929,2.3037871596891923,7.4,6.169335904964743,-1,1.9450000000000005,116.145,1.4499999999999993,1.3999999999999986,-3.946,24.6,-1.16,-1.175,41,6,0,0,0,2.285053789321927,3.25,4.909000000000001,2.8095238095238093,6.4544999999999995,5.7355,5.684210526315789,4.095238095238095,3.9047619047619047,2.741666666666667,4.523809523809524,5.2495,4.95,5.944444444444445,1.066585754,0.789344858,3.238095238095238,2.095238095238096,2.088888889,6.154425987,0.117308902,0,0,3.8461538461538463,4.363636363636363,0.132724886,0.559985014,0,0.125918486
Where shopping is a pleasure,Publix,22,182,160,0.1208791208791208,136,43,160,46,182,203,0.7472527472527473,0.2118226600985221,0.7881773399014779,0.2527472527472527,296,89,0.7688311688311689,0.5354300871542251,1.456893889545115,6.25,5.981796220922357,-1,-3.678,83.32000000000004,-2.88,-6.12,-4.9725,11,-1.525,-1.58,29.4,5,0,0,0,2.1453626424311074,4.090909090909091,7.257,3,8.091,5.97,5,3.4347826086956523,4,2.038,4.304347826086956,3.677,5.333333333333333,5.090909090909091,1.057467027,0.805169236,2.6956521739130435,1.7391304347826086,2.52,5.644960449,0.103164417,0,0,2.583333333333333,3.0588235294117645,0.116533018,0.543776537,0,0.122043711
Where the food's the star,Hardee's,13,189,176,0.068783069,138,17,176,51,189,193,0.7301587301587301,0.088082902,0.911917098,0.2698412698412698,314,68,0.8219895287958116,0.642075829,1.9491189458688345,7,5.918182969442072,-0.833333333,-0.852,117.16000000000004,1.84,-1.48,-3.985,16.2,-1.31,-1.72,23,5,0,0,0,2.24860944,4.086956521739131,6.6,2.863636363636364,7.343,5.382,4.434782608695652,4.304347826086956,4.782608695652174,2.3025,4.521739130434782,6.588,5.652173913043479,5.473684210526316,1.055150734,0.805770292,3.8260869565217392,2.608695652173913,2.433333333,7.345715141,0.145567904,0,1,3.6,4.136363636363637,0.115341869,0.557259496,0,0.117591162
Where the healthy pets go,Petco,78,208,130,0.375,184,15,158,24,208,173,0.8846153846153846,0.086705202,0.9132947976878611,0.1153846153846153,342,39,0.8976377952755905,0.7979101823032458,2.535413538713232,7,5.691549505218843,-1,-0.852,100.24000000000002,-0.52,-2.64,-4.7625,18.8,-1.24,-1.65,37.4,5,0,0,0,2.2418267632981936,4.590909090909091,5.743,2.9545454545454546,8.088,6.529,4.761904761904762,4.409090909090909,4.681818181818182,2.3875,4.863636363636363,5,5.333333333333333,5.714285714285714,1.112184898,0.838909932,4.045454545454546,2.227272727272727,1.966666667,7.121727912,0.130661762,0,0,3.8181818181818175,3,0.128551925,0.590909899,0,0.061134679
Where the world comes together,Sheraton,3,192,189,0.015625,144,56,123,48,192,179,0.75,0.3128491620111732,0.6871508379888268,0.25,267,104,0.7196765498652291,0.4371508379888268,1.1552760942494378,6.6,6.065903988254304,-1,-5.562,83.32000000000004,-2.88,-8.44,-4.8325,11,-1.49,-2.19,20.4,5,0,0,0,2.282679703333583,4.866666666666666,5.906,3.4285714285714284,6.677,4.625,4.857142857142857,4.571428571428571,3.357142857142857,2.492,4.733333333333333,6.257,4.823529411764706,4.947368421052632,1.045203936,0.795053176,3.933333333333333,2,,5.309175141,0.130600794,0,0,3.1333333333333333,3.04,0.110967374,0.53518183,0,0.095496262
Where values come to life,BJ's,0,179,179,0,100,43,149,79,179,192,0.5586592178770949,0.2239583333333333,0.7760416666666666,0.441340782,249,122,0.6711590296495957,0.3347008845437615,0.9008649005553688,7,5.988478588509151,-1,-0.852,100.24000000000002,-0.52,-2.64,-4.3125,20,-1.21,-1.27,47.2,5,0,0,0,2.211057280964562,3.928571428571429,6.735,2.875,7.303,6.235,4.9375,4.3125,3.4375,2.155,4.125,3.061,4.545454545454546,4.384615384615385,1.007345038,0.757379398,3.9375,1.9375,2.4318996415000003,7.639245061,0.142389599,0,1,4.153846153846154,2.9285714285714284,0.107835914,0.549544298,0,0.144383937
Where you at?,Boost Mobile,11,210,199,0.052380952,175,14,156,35,210,170,0.8333333333333334,0.082352941,0.9176470588235294,0.1666666666666666,331,49,0.8710526315789474,0.7509803921568627,2.3346382360528835,7,6.796652115,-1,2.66,119.19000000000004,2.619999999999999,6.333333333,-4.16,27.666666666666668,-1.133333333,-0.8,62.66666666666666,3,0,1,0,2.321829084942745,2.764705882352941,,1.3157894736842106,,,4.473684210526316,2.210526315789474,4,2.6133333333333333,3.3157894736842106,,4.411764705882353,5.125,1.007158195,0.753892238,2.0526315789473686,1.7894736842105263,,5.623846115,0.166384639,0,0,4,2.764705882352941,0.138867992,0.609803828,0,0.125255809
Wild place to shop and eat,Rainforest Cafe,20,195,175,0.1025641025641025,163,18,167,32,195,185,0.8358974358974359,0.097297297,0.9027027027027028,0.1641025641025641,330,50,0.868421053,0.7386001386001386,2.2554516504556874,7,5.857896640548701,-1,1.9450000000000005,116.145,1.4499999999999993,0.4333333333333335,-4.69,25.83333333333333,-1.016666667,-1.333333333,34.833333333333336,6,0,0,0,2.364533927532333,5.277777777777778,6.399,2.235294117647059,6.0525,6.0455000000000005,5.111111111111111,3.333333333333333,4.5,2.9516666666666667,4.722222222222222,5.109,5.538461538461538,6.090909090909091,1.108711278,0.85365833,3.888888888888889,2.388888888888889,2.503196931,6.945106435,0.125111239,0,1,4.590909090909091,3.6666666666666665,0.117252951,0.541338968,0,0.115022263
Wild-Caught Happiness,Chicken of the Sea,6,189,183,0.031746032,149,7,183,40,189,190,0.7883597883597884,0.036842105,0.963157895,0.2116402116402116,332,47,0.8759894459102903,0.7515176830966305,2.5547679330134683,5,4.388744155152517,-1,-26.67,-6.695,-14.69,-24.5,-6.17,2,-3.55,-3.65,0,2,0,0,0,2.421194135855669,4,6.97,7.0625,8.571,6.273,5.709677419354839,3.7666666666666666,3.290322580645161,2.6,4.290322580645161,5.265,5.78125,5.625,1.070711659,0.814717764,4.548387096774194,2.193548387096774,,9.065050124,0.129562387,0,0,4.375,4.21875,0.120208915,0.572632539,0,0.132796774
Wildly stronger! Keep ice longer!,YETI,27,174,147,0.1551724137931034,142,13,186,32,174,199,0.8160919540229885,0.065326633,0.9346733668341708,0.1839080459770115,328,45,0.8793565683646113,0.7507653208571594,2.388472880986109,6.6,4.661921736859611,-1,-8.388,66.40000000000003,-5.24,-9.6,-4.14,11.2,-1.35,-2.18,17,5,0,0,1,2.4211369416390265,5.2727272727272725,5.212,2.6666666666666665,4.313,4.839,4.8,3.95,3.952380952380953,2.985,3.8181818181818175,6.424,5.611111111111111,5.125,1.05798707,0.781909337,4.227272727272728,3,2.346256685,10.27571862,0.162791086,0,0,5.3125,5.65,0.138579456,0.605018763,0,0.178439109
Winging it,TD Ameritrade,0,191,191,0,165,7,181,26,191,188,0.8638743455497382,0.037234043,0.9627659574468084,0.1361256544502617,346,33,0.9129287598944592,0.8266403029965467,2.843636477,6.5,5.043064970801344,-1,-0.765,77.90500000000002,-2.89,4.499999999999998,-4.4,21.5,-1.2,-1.475,21,2,0,0,0,2.441238062102636,4.142857142857143,,2.1875,,,4.428571428571429,3.75,2.75,2.81,4.4375,,3.5625,3.333333333333333,0.969740334,0.739519723,3.25,3,,4.201415011,0.157410912,0,1,5.666666666666667,4.125,0.118156526,0.595944868,0,0.127358784
"With us, it's personal",Rite Aid,8,188,180,0.042553191,131,28,163,57,188,191,0.6968085106382979,0.1465968586387434,0.8534031413612565,0.3031914893617021,294,85,0.7757255936675461,0.5502116519995544,1.555423189910485,7,5.781811639196759,-1,-2.9425,75.87500000000001,-3.67,-1.45,-5.56,11,-1.425,-2.025,15.5,4,1,0,0,2.236165504,3.36,5.647,2.44,6.086,5.938,4.84,3.76,2.96,2.425,3.375,2.714,4.4,4.8125,0.98950118,0.74916327,3.56,2.12,2.35483871,6.818738014,0.119065231,0,0,4,2.409090909090909,0.110844073,0.528233973,0,0.109581792
With you from the start,Carter's,1,193,192,0.005181347,116,38,149,77,193,187,0.6010362694300518,0.2032085561497326,0.7967914438502673,0.3989637305699481,265,115,0.6973684210526315,0.3978277132803192,1.0793242500975138,7.4,6.726415472730433,-1,1.032,117.16000000000004,1.84,-0.32,-4.316,17.4,-1.06,-1.51,31.6,5,0,1,0,2.473920826693413,3.636363636363636,5.129,2.9545454545454546,6.29,6.548,5.727272727272728,4.045454545454546,2.9545454545454546,2.418,3.590909090909091,3.438,5.555555555555555,4.95,1.016080825,0.76274676,3.3181818181818183,1.1363636363636365,2.055555556,4.992052747,0.116812733,0,0,3.7777777777777777,3.263157894736842,0.116054234,0.539545627,0,0.126291849
World's foremost outfitter,Cabela's,10,187,177,0.053475936,154,22,166,33,187,188,0.8235294117647058,0.1170212765957446,0.8829787234042553,0.1764705882352941,320,55,0.8533333333333334,0.7065081351689612,2.1020402829396243,5.666666666666667,2.9830662622095883,-1,-17.75,34.59000000000003,-9.18,-18.8,-12.97,1.6666666666666667,-2.366666667,-3.616666667,0,3,0,0,0,2.378978452107627,2.611111111111111,,2.2777777777777777,,,4.555555555555555,2.7222222222222223,5,2.85,4.111111111111111,,5.266666666666667,4.615384615384615,1.092450503,0.846500401,1.9444444444444444,1.3888888888888888,,8.333349478,0.086427711,0,0,3.4761904761904763,3.04,0.126284024,0.555182865,0,0.133211856
Worthy of trust,Prudential,1,200,199,0.005,91,25,153,109,200,178,0.455,0.1404494382022472,0.8595505617977528,0.545,244,134,0.6455026455026455,0.3145505617977528,0.9568668709973788,6.666666666666667,5.442593479632603,-1,-0.48,90.99000000000004,-1.313333333,0.5333333333333332,-7.126666667,11,-1.366666667,-1.766666667,8.666666666666666,3,0,0,0,2.342765146976412,2.789473684210526,4.9735,3.3157894736842106,7.306,5.8675,5.2631578947368425,3.263157894736842,2.5789473684210527,1.903333333333333,2.421052631578948,2.7795,5,5.352941176470588,1.057982933,0.802080914,2.421052631578948,1.5263157894736843,2.21948052,2.631129623,0.109756189,0,0,3.272727272727273,2.75,0.117245699,0.547589801,0,0.150507045
Wrap yourself in relief,Thermacare,1,186,185,0.005376344,155,32,153,31,186,185,0.8333333333333334,0.1729729729729729,0.827027027,0.1666666666666666,308,63,0.8301886792452831,0.6603603603603604,1.8959442708750989,6.5,5.260271727787087,-1,-4.12,75.87500000000001,-3.67,-5.8,-5.8575,12,-1.6625,-2.1625,21.75,4,0,1,0,2.391446225507969,5.090909090909091,4.059,3,5.029,4.273,4.545454545454546,4.681818181818182,3.4545454545454546,3.4875,4.863636363636363,5.118,5.8,6.052631578947368,1.041942231,0.787358843,4.318181818181818,2.1818181818181817,2.300862069,6.982142864,0.135694802,0,1,4.636363636363637,4.142857142857143,0.112238583,0.543167944,0,0.140952614
Yes I can!,Radisson,0,184,184,0,133,15,171,51,184,186,0.7228260869565217,0.080645161,0.9193548387096774,0.2771739130434782,304,66,0.8216216216216217,0.6421809256661991,1.9735722984464243,7.5,6.509544902924981,-1,7.370000000000001,119.19000000000004,2.619999999999999,12.133333333333333,-3.315,35,-0.95,-0.833333333,48,3,0,0,0,2.2059499898167703,4.590909090909091,,4.142857142857143,,,6.909090909090909,4.045454545454546,3.954545454545455,3.345,3.809523809523809,,3.625,3.6,1.003425073,0.744234914,2.363636363636364,1.5,,3.969349684,0.172886282,0,0,4.173913043478261,2.571428571428572,0.147033189,0.629172203,0,0.095496262
"Yes, we have your size!",Chico's,9,188,179,0.04787234,157,16,168,31,188,184,0.8351063829787234,0.086956522,0.9130434782608696,0.1648936170212765,325,47,0.8736559139784946,0.7481498612395929,2.313186373611216,7.4,6.303067743263097,-1,1.032,117.16000000000004,1.84,1.9999999999999984,-4.002,26.4,-0.98,-0.9,58.6,5,1,1,0,2.3372363480964453,4.888888888888889,4.438,3.1666666666666665,6.059,6.455,5.611111111111111,3.7222222222222223,5,2.58,4.578947368421052,2.971,5.142857142857143,4.125,1.044849165,0.770189316,3.5789473684210527,2.5789473684210527,2.069767442,7.280158306,0.172886282,0,0,3.6,3.625,0.153678684,0.623847523,0,0.116544096
You above all,JetBlue,3,201,198,0.014925373,119,29,158,82,201,187,0.5920398009950248,0.1550802139037433,0.8449197860962567,0.4079601990049751,277,111,0.7139175257731959,0.4369595870912815,1.238840411632553,7,6.340705617360443,-1,2.66,90.99000000000004,-1.313333333,4.4,-4.38,17.333333333333332,-1.216666667,-1.183333333,43.66666666666666,3,0,1,0,2.446723531497535,4.555555555555555,3.625,2.9411764705882355,5.469,5.419,6.722222222222222,3.5789473684210527,2.736842105263158,3.236666666666667,2.894736842105264,2.969,4.666666666666667,5.133333333333334,1.003534644,0.761098399,3.526315789473684,2.1052631578947367,,6.359953769,0.131815738,0,0,3.9615384615384617,3.3,0.109140774,0.55825932,0,0.111593813
You are bigger than your scar,Mederma,13,184,171,0.070652174,163,18,178,21,184,196,0.8858695652173914,0.091836735,0.9081632653061223,0.1141304347826086,341,39,0.8973684210526316,0.7940328305235138,2.5111801597150096,7.166666666666667,5.945993963474193,-1,-0.41,102.045,-0.516666667,-2.466666667,-4.895,23.33333333333333,-1.025,-1.1,38.333333333333336,6,0,1,0,2.3681699873041406,4.227272727272728,4.177,3.590909090909091,3.514,4.743,6.681818181818182,4.913043478260869,4.130434782608695,3.0666666666666664,4.818181818181818,6.441,4.6,5.083333333333333,1.082904591,0.79547517,4.590909090909091,2.0434782608695654,1.743589744,7.135759563,0.146019762,0,1,5.0588235294117645,5.166666666666667,0.136549529,0.597946322,0,0.137687624
You bring it home,Church's Chicken,3,195,192,0.015384615,135,55,135,60,195,190,0.6923076923076923,0.2894736842105263,0.7105263157894737,0.3076923076923077,270,115,0.7012987012987013,0.4028340080971659,1.0513169740302155,7,6.574871337978624,-1,2.9450000000000003,118.175,2.229999999999998,2.8999999999999986,-4.26,22,-1.0375,-1.1375,40.25,4,0,1,0,2.471639814353573,4.176470588235294,5.129,2.8125,7.333,6.375,5.352941176470588,3.333333333333333,3.7777777777777777,3.3950000000000005,4.0588235294117645,5.484,4.5,5.307692307692308,0.997383626,0.754490461,2.7777777777777777,1.5,2,4.354014614,0.102420587,0,1,4.045454545454546,3.3684210526315788,0.113972652,0.544155901,0,0.095076625
You can ask for it by name,Whatchamacallit,0,191,191,0,119,19,166,72,191,185,0.6230366492146597,0.1027027027027027,0.8972972972972973,0.3769633507853403,285,91,0.7579787234042553,0.520333947,1.5662321424763903,7,6.581610887939918,-1,4.472857142857144,115.13000000000002,1.0599999999999987,3.4571428571428555,-4.205714286,27.428571428571427,-0.95,-0.985714286,54.71428571428572,7,0,1,0,2.340080555,2.5,4.286,2,5.324,5.543,4.470588235294118,3.3529411764705883,3.4705882352941178,2.9528571428571424,2.8823529411764706,3.743,4.9,5.4,1.071929382,0.802164187,3.176470588235294,1.4705882352941178,1.955555556,5.638416461,0.160372749,0,0,3.176470588235294,3.4615384615384617,0.141740199,0.614268263,0,0.186387089
You can't fake steak,LongHorn Steakhouse,22,199,177,0.1105527638190954,175,10,170,24,199,180,0.8793969849246231,0.055555556,0.9444444444444444,0.1206030150753768,345,34,0.9102902374670184,0.8238414293690676,2.734271439354316,7,4.940630443323797,-1,-0.5875,118.175,2.229999999999998,-3.55E-15,-5.603333333,15,-1.2875,-0.8875,46,4,0,1,0,2.060846546846822,4.894736842105263,4.324,3.05,4.0925,5.282500000000001,5.15,4.473684210526316,4.9,3.2725,4.9,4.979,6.055555555555555,5.764705882352941,1.078218711,0.7978521,5.315789473684211,4.35,2.261111111,8.497433662,0.123500356,0,0,3.9047619047619047,4,0.138657402,0.576545184,0,0.081570818
You can't spell sausage without U-S-A,Johnsonville Sausage,14,188,174,0.074468085,180,8,175,8,188,183,0.9574468085106383,0.043715847,0.9562841530054644,0.042553191,355,16,0.9568733153638814,0.9137309615161028,3.3785931318818108,6.833333333333333,4.766378532099791,-1,-6.69,59.745000000000005,-6.416666667,-7.3,-5.4975,6.333333333333333,-1.9,-1.88,20.83333333333333,6,0,1,0,2.112020764316227,4.727272727272728,4.386,2.1818181818181817,5.6475,5.448,5,4.173913043478261,4.913043478260869,3.302,4.217391304347826,5.0885,4.4375,5.2,1.086822633,0.811090296,4.521739130434782,4.391304347826087,2.775490196,8.185110094,0.183330893,1,0,4.586206896551724,5.190476190476191,0.142773619,0.626586657,0,0.148156249
"You choose the moment, we'll provide the bliss",Lindt,3,191,188,0.015706806,143,20,162,48,191,182,0.7486910994764397,0.1098901098901098,0.8901098901098901,0.2513089005235602,305,68,0.8176943699731903,0.6388009895863298,1.8821629382971152,6.625,5.840679342352374,-0.888888889,-5.53125,92.965,-2.28,-7.325,-6.128571429,11.75,-1.4125,-1.88125,27.5,8,1,1,0,2.3746144296248577,5.2727272727272725,5.0952,3.4285714285714284,6.6808,6.1664,5.842105263157895,4.909090909090909,3.0454545454545454,2.3275,4.227272727272728,3.3338,4.3125,5.133333333333334,1.026645623,0.76723524,4.454545454545454,2.3181818181818183,2.241071429,9.364252601,0.128400403,0,1,4.047619047619048,5.2,0.117101574,0.555332325,0,0.138865355
You get a big delight in every bite,Hostess CupCake,4,183,179,0.021857923,113,26,172,70,183,198,0.6174863387978142,0.1313131313131313,0.8686868686868687,0.3825136612021858,285,96,0.7480314960629921,0.4861732074846829,1.408762462222625,7.142857142857143,6.064536674059708,-1,0.9450000000000004,82.39000000000001,-3.755,-0.8,-4.18125,22.428571428571427,-1.121428571,-1.39375,39.375,8,0,1,0,2.3132820232831914,5.235294117647059,5.6365,3.3684210526315788,7.015,5.593999999999999,6,4.684210526315789,5.2105263157894735,2.95375,5.684210526315789,3.45,5.727272727272728,5.684210526315789,1.041436923,0.783465155,4.526315789473684,2.894736842105264,2.5913185910000003,7.694954737,0.070104889,0,1,3.25,3.4545454545454546,0.112720882,0.506292716,0,0.160084416
